Indicator,Percent of children considered to be poor (<100% FPG) by Race / Ethnicity
Source,"SHADAC analysis of the American Community Survey (ACS) Public Use Microdata Sample (PUMS) files.<br />
<br />
Suggested Citation:<br />
SHADAC analysis of [DATA SOURCE], State Health Compare, SHADAC, University of Minnesota, statehealthcompare.shadac.org, Accessed [DATE]."
Notes,"The margin of error (MOE) represents the uncertainty of an estimate due to sampling variability; the calculated MOE is 95%. N/A indicates that data were not available or suppressed because the number of sample cases was too small. Data for 2020 were <a href="https://www.shadac.org/news/changes-to-2020-acs-data-release-US-Census" target="_blank">not officially released by the U.S. Census Bureau</a> due to pandemic-related disruptions to data collection and resulting problems with data quality. Because of<a href="https://www.census.gov/newsroom/blogs/random-samplings/2021/08/improvements-to-2020-census-race-hispanic-origin-question-designs.html" target="_blank"> changes made in 2020 to how the ACS measures race and ethnicity</a>, caution should be used when comparing data by race and ethnicity from 2021 and later to data from 2019 and earlier."
Description,"Percent of children considered to be poor (&lt;100% FPG) by race and ethnicity. The Federal Poverty Guidelines (FPG) set the minimum amount of total income that a family needs for food, clothing, transportation, shelter and other necessities."
09,Connecticut,Other / Multiple Races,2017,Percent,0.1328,4.3316E-2
09,Connecticut,White,2017,Percent,0.0773,1.5092E-2
09,Connecticut,African-American / Black,2018,Percent,0.2998,6.1936000000000005E-2
09,Connecticut,Hispanic / Latino,2018,Percent,0.341,4.8216000000000002E-2
09,Connecticut,Other / Multiple Races,2018,Percent,0.1373,4.0376000000000002E-2
09,Connecticut,White,2018,Percent,0.0792,1.47E-2
09,Connecticut,African-American / Black,2019,Percent,0.3109,7.4088000000000001E-2
09,Connecticut,Hispanic / Latino,2019,Percent,0.3162,4.9196000000000004E-2
09,Connecticut,Other / Multiple Races,2019,Percent,0.137,5.6251999999999996E-2
09,Connecticut,White,2019,Percent,0.0586,1.3328E-2
09,Connecticut,African-American / Black,2021,Percent,0.18411,6.0442082709429662E-2
09,Connecticut,Hispanic / Latino,2021,Percent,0.26049,4.5302943485033886E-2
09,Connecticut,Other / Multiple Races,2021,Percent,0.08191,3.3536503006311363E-2
09,Connecticut,White,2021,Percent,0.06652,1.5228733080249496E-2
10,Delaware,White,2016,Percent,0.1134,4.3903998999999999E-2
10,Delaware,Other / Multiple Races,2016,Percent,N/A,N/A
10,Delaware,Hispanic / Latino,2016,Percent,0.3561,0.12916399540000001
10,Delaware,African-American / Black,2016,Percent,0.2715,8.36919993E-2
10,Delaware,White,2015,Percent,0.1339,4.2335998299999997E-2
10,Delaware,African-American / Black,2015,Percent,0.4037,0.10172399880000001
10,Delaware,Hispanic / Latino,2015,Percent,0.3979,0.14445200559999999
10,Delaware,Other / Multiple Races,2015,Percent,N/A,N/A
10,Delaware,White,2014,Percent,0.1394,4.5276001099999998E-2
10,Delaware,African-American / Black,2014,Percent,0.3474,9.4471998500000001E-2
10,Delaware,Hispanic / Latino,2014,Percent,0.3456,0.1197559983
10,Delaware,Other / Multiple Races,2014,Percent,0.2479,0.1191679984
10,Delaware,White,2013,Percent,0.1191,3.3711999700000002E-2
10,Delaware,African-American / Black,2013,Percent,0.274,8.4671996499999999E-2
10,Delaware,Hispanic / Latino,2013,Percent,0.5142,0.13014400009999999
10,Delaware,Other / Multiple Races,2013,Percent,0.2513,0.1323000044
10,Delaware,White,2012,Percent,0.1322,4.1159998599999997E-2
10,Delaware,African-American / Black,2012,Percent,0.337,8.7612003100000002E-2
10,Delaware,Hispanic / Latino,2012,Percent,0.2711,0.1217160001
10,Delaware,Other / Multiple Races,2012,Percent,0.1896,0.10074400159999999
10,Delaware,White,2011,Percent,0.1511,4.6059999599999998E-2
10,Delaware,African-American / Black,2011,Percent,0.2811,8.70240033E-2
10,Delaware,Hispanic / Latino,2011,Percent,0.447,0.11877600100000001
10,Delaware,Other / Multiple Races,2011,Percent,0.2823,0.1209319979
10,Delaware,White,2010,Percent,0.1459,3.9788000300000001E-2
10,Delaware,African-American / Black,2010,Percent,0.372,9.2707999099999994E-2
10,Delaware,Hispanic / Latino,2010,Percent,0.3038,0.1221079975
10,Delaware,Other / Multiple Races,2010,Percent,N/A,N/A
10,Delaware,White,2009,Percent,0.117,3.4692000600000002E-2
10,Delaware,African-American / Black,2009,Percent,0.3102,9.7804002500000001E-2
10,Delaware,Hispanic / Latino,2009,Percent,0.3891,0.13033999499999999
10,Delaware,Other / Multiple Races,2009,Percent,N/A,N/A
10,Delaware,White,2008,Percent,0.0759,2.8615999999999999E-2
10,Delaware,African-American / Black,2008,Percent,0.3026,8.8395997899999995E-2
10,Delaware,Hispanic / Latino,2008,Percent,0.3928,0.1509200037
10,Delaware,Other / Multiple Races,2008,Percent,0.2283,0.1240679994
10,Delaware,African-American / Black,2017,Percent,0.2874,7.8988000000000003E-2
10,Delaware,Hispanic / Latino,2017,Percent,0.2408,0.10976
10,Delaware,Other / Multiple Races,2017,Percent,N/A,N/A
10,Delaware,White,2017,Percent,0.1558,4.4492000000000004E-2
10,Delaware,African-American / Black,2018,Percent,0.3105,9.1728000000000004E-2
10,Delaware,Hispanic / Latino,2018,Percent,0.3651,0.13092799999999999
10,Delaware,Other / Multiple Races,2018,Percent,0.2189,0.105252
10,Delaware,White,2018,Percent,0.1062,3.8415999999999999E-2
10,Delaware,African-American / Black,2019,Percent,0.2509,8.8984000000000008E-2
10,Delaware,Hispanic / Latino,2019,Percent,0.3112,0.1323
10,Delaware,Other / Multiple Races,2019,Percent,0.1729,9.2904E-2
10,Delaware,White,2019,Percent,0.1009,3.9004000000000004E-2
10,Delaware,African-American / Black,2021,Percent,0.24905,8.8393669073543402E-2
10,Delaware,Hispanic / Latino,2021,Percent,0.26359,0.10651027531006205
10,Delaware,Other / Multiple Races,2021,Percent,0.13675,7.4905455971200657E-2
10,Delaware,White,2021,Percent,0.09338,3.5767061091728163E-2
11,Dist. of Columbia,White,2016,Percent,N/A,N/A
11,Dist. of Columbia,Other / Multiple Races,2016,Percent,N/A,N/A
11,Dist. of Columbia,African-American / Black,2016,Percent,0.4672,8.36919993E-2
11,Dist. of Columbia,Hispanic / Latino,2016,Percent,0.3363,0.14445200559999999
11,Dist. of Columbia,White,2015,Percent,N/A,N/A
11,Dist. of Columbia,African-American / Black,2015,Percent,0.4709,7.3303997499999995E-2
11,Dist. of Columbia,Hispanic / Latino,2015,Percent,0.2168,0.12485200170000001
11,Dist. of Columbia,Other / Multiple Races,2015,Percent,N/A,N/A
11,Dist. of Columbia,White,2014,Percent,N/A,N/A
11,Dist. of Columbia,African-American / Black,2014,Percent,0.4578,7.8008003500000006E-2
11,Dist. of Columbia,Hispanic / Latino,2014,Percent,0.2825,0.15778000649999999
11,Dist. of Columbia,Other / Multiple Races,2014,Percent,N/A,N/A
11,Dist. of Columbia,White,2013,Percent,N/A,N/A
11,Dist. of Columbia,African-American / Black,2013,Percent,0.4649,6.97759986E-2
11,Dist. of Columbia,Hispanic / Latino,2013,Percent,0.2455,0.1289680004
11,Dist. of Columbia,Other / Multiple Races,2013,Percent,N/A,N/A
11,Dist. of Columbia,White,2012,Percent,N/A,N/A
11,Dist. of Columbia,African-American / Black,2012,Percent,0.4282,7.1736000499999994E-2
11,Dist. of Columbia,Hispanic / Latino,2012,Percent,0.3651,0.1448439956
11,Dist. of Columbia,Other / Multiple Races,2012,Percent,N/A,N/A
11,Dist. of Columbia,White,2011,Percent,N/A,N/A
11,Dist. of Columbia,African-American / Black,2011,Percent,0.4877,7.5263999400000003E-2
11,Dist. of Columbia,Hispanic / Latino,2011,Percent,0.363,0.19011999669999999
11,Dist. of Columbia,Other / Multiple Races,2011,Percent,N/A,N/A
11,Dist. of Columbia,White,2010,Percent,N/A,N/A
11,Dist. of Columbia,African-American / Black,2010,Percent,0.4789,7.6636001499999995E-2
11,Dist. of Columbia,Hispanic / Latino,2010,Percent,0.2628,0.14699999990000001
11,Dist. of Columbia,Other / Multiple Races,2010,Percent,N/A,N/A
11,Dist. of Columbia,White,2009,Percent,N/A,N/A
11,Dist. of Columbia,African-American / Black,2009,Percent,0.4736,7.3303997499999995E-2
11,Dist. of Columbia,Hispanic / Latino,2009,Percent,N/A,N/A
11,Dist. of Columbia,Other / Multiple Races,2009,Percent,N/A,N/A
11,Dist. of Columbia,White,2008,Percent,N/A,N/A
11,Dist. of Columbia,African-American / Black,2008,Percent,0.4139,7.0168003399999998E-2
11,Dist. of Columbia,Hispanic / Latino,2008,Percent,N/A,N/A
11,Dist. of Columbia,Other / Multiple Races,2008,Percent,N/A,N/A
11,Dist. of Columbia,African-American / Black,2017,Percent,0.5314,8.7415999999999994E-2
11,Dist. of Columbia,Hispanic / Latino,2017,Percent,N/A,N/A
11,Dist. of Columbia,Other / Multiple Races,2017,Percent,N/A,N/A
11,Dist. of Columbia,White,2017,Percent,N/A,N/A
11,Dist. of Columbia,African-American / Black,2018,Percent,0.4965,9.8195999999999992E-2
11,Dist. of Columbia,Hispanic / Latino,2018,Percent,N/A,N/A
11,Dist. of Columbia,Other / Multiple Races,2018,Percent,N/A,N/A
11,Dist. of Columbia,White,2018,Percent,N/A,N/A
11,Dist. of Columbia,African-American / Black,2019,Percent,0.3977,9.5451999999999995E-2
11,Dist. of Columbia,Hispanic / Latino,2019,Percent,N/A,N/A
11,Dist. of Columbia,Other / Multiple Races,2019,Percent,N/A,N/A
11,Dist. of Columbia,White,2019,Percent,N/A,N/A
11,Dist. of Columbia,African-American / Black,2021,Percent,0.45905,9.060156568198717E-2
11,Dist. of Columbia,Hispanic / Latino,2021,Percent,N/A,N/A
11,Dist. of Columbia,Other / Multiple Races,2021,Percent,N/A,N/A
11,Dist. of Columbia,White,2021,Percent,N/A,N/A
12,Florida,Other / Multiple Races,2016,Percent,0.2447,3.2143998899999998E-2
12,Florida,African-American / Black,2016,Percent,0.3841,2.3911999499999999E-2
12,Florida,Hispanic / Latino,2016,Percent,0.3105,1.68559998E-2
12,Florida,White,2016,Percent,0.1664,1.0584000499999999E-2
12,Florida,White,2015,Percent,0.1851,1.11720003E-2
12,Florida,African-American / Black,2015,Percent,0.4191,2.35200003E-2
12,Florida,Hispanic / Latino,2015,Percent,0.3303,1.7836000800000001E-2
12,Florida,Other / Multiple Races,2015,Percent,0.2088,2.9791999600000001E-2
12,Florida,White,2014,Percent,0.1871,1.0780000099999999E-2
12,Florida,African-American / Black,2014,Percent,0.4335,2.3911999499999999E-2
12,Florida,Hispanic / Latino,2014,Percent,0.3469,1.7443999599999999E-2
12,Florida,Other / Multiple Races,2014,Percent,0.2087,2.94000003E-2
12,Florida,White,2013,Percent,0.1856,1.0780000099999999E-2
12,Florida,African-American / Black,2013,Percent,0.4523,2.4108000099999999E-2
12,Florida,Hispanic / Latino,2013,Percent,0.3527,1.80319995E-2
12,Florida,Other / Multiple Races,2013,Percent,0.2248,3.03799994E-2
12,Florida,White,2012,Percent,0.1901,1.09759998E-2
12,Florida,African-American / Black,2012,Percent,0.4602,2.2735999900000001E-2
12,Florida,Hispanic / Latino,2012,Percent,0.3552,1.84240006E-2
12,Florida,Other / Multiple Races,2012,Percent,0.2499,2.9596000899999999E-2
12,Florida,White,2011,Percent,0.178,1.0780000099999999E-2
12,Florida,African-American / Black,2011,Percent,0.4555,2.23440006E-2
12,Florida,Hispanic / Latino,2011,Percent,0.3466,1.84240006E-2
12,Florida,Other / Multiple Races,2011,Percent,0.2175,2.84199994E-2
12,Florida,White,2010,Percent,0.1837,9.8000000999999993E-3
12,Florida,African-American / Black,2010,Percent,0.452,2.1363999700000001E-2
12,Florida,Hispanic / Latino,2010,Percent,0.3368,1.68559998E-2
12,Florida,Other / Multiple Races,2010,Percent,0.23,2.8028000099999999E-2
12,Florida,White,2009,Percent,0.1673,9.8000000999999993E-3
12,Florida,African-American / Black,2009,Percent,0.4406,2.23440006E-2
12,Florida,Hispanic / Latino,2009,Percent,0.3177,1.70520004E-2
12,Florida,Other / Multiple Races,2009,Percent,0.1982,2.7243999800000002E-2
12,Florida,White,2008,Percent,0.1403,9.0159996999999992E-3
12,Florida,African-American / Black,2008,Percent,0.3406,2.1363999700000001E-2
12,Florida,Hispanic / Latino,2008,Percent,0.2603,1.6659999299999999E-2
12,Florida,Other / Multiple Races,2008,Percent,0.1572,2.44999994E-2
12,Florida,African-American / Black,2017,Percent,0.3776,2.4303999999999999E-2
12,Florida,Hispanic / Latino,2017,Percent,0.2988,1.7444000000000001E-2
12,Florida,Other / Multiple Races,2017,Percent,0.2179,2.9204000000000001E-2
12,Florida,White,2017,Percent,0.1541,1.0192E-2
12,Florida,African-American / Black,2018,Percent,0.364,2.6067999999999997E-2
12,Florida,Hispanic / Latino,2018,Percent,0.2733,1.6660000000000001E-2
12,Florida,Other / Multiple Races,2018,Percent,0.1858,2.7832000000000003E-2
12,Florida,White,2018,Percent,0.1487,9.7999999999999997E-3
12,Florida,African-American / Black,2019,Percent,0.3452,2.6655999999999999E-2
12,Florida,Hispanic / Latino,2019,Percent,0.2354,1.6268000000000001E-2
12,Florida,Other / Multiple Races,2019,Percent,0.1604,2.5284000000000001E-2
12,Florida,White,2019,Percent,0.1283,9.7999999999999997E-3
12,Florida,African-American / Black,2021,Percent,0.31938,2.531523404778202E-2
12,Florida,Hispanic / Latino,2021,Percent,0.22822,1.519539431077559E-2
12,Florida,Other / Multiple Races,2021,Percent,0.15821,2.1439781052524476E-2
12,Florida,White,2021,Percent,0.12787,1.0614557115969531E-2
13,Georgia,White,2016,Percent,0.1659,1.3523999599999999E-2
13,Georgia,Hispanic / Latino,2016,Percent,0.396,3.8219999499999997E-2
13,Georgia,Other / Multiple Races,2016,Percent,0.2258,3.5279996700000003E-2
13,Georgia,African-American / Black,2016,Percent,0.3826,2.4695999900000001E-2
13,Georgia,White,2015,Percent,0.1751,1.3328E-2
13,Georgia,African-American / Black,2015,Percent,0.4372,2.3911999499999999E-2
13,Georgia,Hispanic / Latino,2015,Percent,0.434,3.90040018E-2
13,Georgia,Other / Multiple Races,2015,Percent,0.2327,3.9200000499999998E-2
13,Georgia,White,2014,Percent,0.1706,1.3328E-2
13,Georgia,African-American / Black,2014,Percent,0.457,2.4695999900000001E-2
13,Georgia,Hispanic / Latino,2014,Percent,0.4558,3.8415998200000002E-2
13,Georgia,Other / Multiple Races,2014,Percent,0.2266,3.7239998599999997E-2
13,Georgia,White,2013,Percent,0.1838,1.37200002E-2
13,Georgia,African-American / Black,2013,Percent,0.4179,2.33239997E-2
13,Georgia,Hispanic / Latino,2013,Percent,0.4755,4.0963999899999999E-2
13,Georgia,Other / Multiple Races,2013,Percent,0.2709,3.6651998800000002E-2
13,Georgia,White,2012,Percent,0.1838,1.3523999599999999E-2
13,Georgia,African-American / Black,2012,Percent,0.4384,2.3911999499999999E-2
13,Georgia,Hispanic / Latino,2012,Percent,0.4855,4.19440009E-2
13,Georgia,Other / Multiple Races,2012,Percent,0.2349,3.6651998800000002E-2
13,Georgia,White,2011,Percent,0.1795,1.4308E-2
13,Georgia,African-American / Black,2011,Percent,0.4281,2.4304000700000002E-2
13,Georgia,Hispanic / Latino,2011,Percent,0.4514,4.2727999400000001E-2
13,Georgia,Other / Multiple Races,2011,Percent,0.2492,4.0768001200000001E-2
13,Georgia,White,2010,Percent,0.1738,1.21520003E-2
13,Georgia,African-American / Black,2010,Percent,0.4032,2.15600003E-2
13,Georgia,Hispanic / Latino,2010,Percent,0.4757,3.7436000999999997E-2
13,Georgia,Other / Multiple Races,2010,Percent,0.2106,3.4495998200000003E-2
13,Georgia,White,2009,Percent,0.1458,1.09759998E-2
13,Georgia,African-American / Black,2009,Percent,0.3907,2.1363999700000001E-2
13,Georgia,Hispanic / Latino,2009,Percent,0.4956,3.8415998200000002E-2
13,Georgia,Other / Multiple Races,2009,Percent,0.182,3.1163999800000002E-2
13,Georgia,White,2008,Percent,0.1314,1.13679999E-2
13,Georgia,African-American / Black,2008,Percent,0.3627,2.19519995E-2
13,Georgia,Hispanic / Latino,2008,Percent,0.3625,4.0180001399999998E-2
13,Georgia,Other / Multiple Races,2008,Percent,0.2138,3.88079993E-2
13,Georgia,African-American / Black,2017,Percent,0.3719,2.4303999999999999E-2
13,Georgia,Hispanic / Latino,2017,Percent,0.3846,3.6260000000000001E-2
13,Georgia,Other / Multiple Races,2017,Percent,0.2128,3.7044000000000001E-2
13,Georgia,White,2017,Percent,0.1343,1.176E-2
13,Georgia,African-American / Black,2018,Percent,0.3654,2.4303999999999999E-2
13,Georgia,Hispanic / Latino,2018,Percent,0.3482,3.7239999999999995E-2
13,Georgia,Other / Multiple Races,2018,Percent,0.2018,3.3515999999999997E-2
13,Georgia,White,2018,Percent,0.1431,1.2152E-2
13,Georgia,African-American / Black,2019,Percent,0.3285,2.4891999999999997E-2
13,Georgia,Hispanic / Latino,2019,Percent,0.3138,3.7239999999999995E-2
13,Georgia,Other / Multiple Races,2019,Percent,0.1602,3.0575999999999999E-2
13,Georgia,White,2019,Percent,0.1168,1.1368E-2
13,Georgia,African-American / Black,2021,Percent,0.35666,2.696059275318681E-2
13,Georgia,Hispanic / Latino,2021,Percent,0.29985,3.5016263306373765E-2
13,Georgia,Other / Multiple Races,2021,Percent,0.17253,2.8253497970911437E-2
13,Georgia,White,2021,Percent,0.12289,1.3130181514371711E-2
15,Hawaii,Other / Multiple Races,2016,Percent,0.2148,3.8416001900000003E-2
15,Hawaii,Hispanic / Latino,2016,Percent,0.1905,6.6640004500000002E-2
15,Hawaii,African-American / Black,2016,Percent,N/A,N/A
15,Hawaii,White,2016,Percent,N/A,N/A
15,Hawaii,White,2015,Percent,0.164,6.7423999299999995E-2
15,Hawaii,African-American / Black,2015,Percent,N/A,N/A
15,Hawaii,Hispanic / Latino,2015,Percent,0.2557,9.2316001699999997E-2
15,Hawaii,Other / Multiple Races,2015,Percent,0.2287,3.9788000300000001E-2
15,Hawaii,White,2014,Percent,0.1324,5.8212000899999998E-2
15,Hawaii,African-American / Black,2014,Percent,N/A,N/A
15,Hawaii,Hispanic / Latino,2014,Percent,0.2282,6.6247999700000004E-2
15,Hawaii,Other / Multiple Races,2014,Percent,0.2675,4.2532000700000003E-2
15,Hawaii,White,2013,Percent,0.1258,5.2724000100000001E-2
15,Hawaii,African-American / Black,2013,Percent,N/A,N/A
15,Hawaii,Hispanic / Latino,2013,Percent,0.2476,7.9576000600000002E-2
15,Hawaii,Other / Multiple Races,2013,Percent,0.2736,4.1356001000000003E-2
15,Hawaii,White,2012,Percent,0.2483,7.8203998499999997E-2
15,Hawaii,African-American / Black,2012,Percent,N/A,N/A
15,Hawaii,Hispanic / Latino,2012,Percent,0.348,9.7020000199999998E-2
15,Hawaii,Other / Multiple Races,2012,Percent,0.2759,4.0180001399999998E-2
15,Hawaii,White,2011,Percent,0.1962,7.2520002700000002E-2
15,Hawaii,African-American / Black,2011,Percent,N/A,N/A
15,Hawaii,Hispanic / Latino,2011,Percent,0.3249,0.1030960009
15,Hawaii,Other / Multiple Races,2011,Percent,0.2397,4.29240018E-2
15,Hawaii,White,2010,Percent,0.1774,7.19320029E-2
15,Hawaii,African-American / Black,2010,Percent,N/A,N/A
15,Hawaii,Hispanic / Latino,2010,Percent,0.2804,9.4080001100000005E-2
15,Hawaii,Other / Multiple Races,2010,Percent,0.231,3.6260001399999998E-2
15,Hawaii,White,2009,Percent,0.1257,5.3311999899999997E-2
15,Hawaii,African-American / Black,2009,Percent,N/A,N/A
15,Hawaii,Hispanic / Latino,2009,Percent,0.2816,8.4083996699999997E-2
15,Hawaii,Other / Multiple Races,2009,Percent,0.2453,3.78279984E-2
15,Hawaii,White,2008,Percent,0.1228,5.6448001400000003E-2
15,Hawaii,African-American / Black,2008,Percent,N/A,N/A
15,Hawaii,Hispanic / Latino,2008,Percent,0.278,7.9576000600000002E-2
15,Hawaii,Other / Multiple Races,2008,Percent,0.1836,3.4495998200000003E-2
15,Hawaii,African-American / Black,2017,Percent,N/A,N/A
15,Hawaii,Hispanic / Latino,2017,Percent,0.3019,8.3692000000000003E-2
15,Hawaii,Other / Multiple Races,2017,Percent,0.1919,3.6455999999999995E-2
15,Hawaii,White,2017,Percent,0.1444,6.1543999999999995E-2
15,Hawaii,African-American / Black,2018,Percent,N/A,N/A
15,Hawaii,Hispanic / Latino,2018,Percent,0.2337,7.6243999999999992E-2
15,Hawaii,Other / Multiple Races,2018,Percent,0.2069,4.6059999999999997E-2
15,Hawaii,White,2018,Percent,0.1737,8.3103999999999997E-2
15,Hawaii,African-American / Black,2019,Percent,N/A,N/A
15,Hawaii,Hispanic / Latino,2019,Percent,0.2501,0.103684
15,Hawaii,Other / Multiple Races,2019,Percent,0.1924,3.5867999999999997E-2
15,Hawaii,White,2019,Percent,0.0967,5.5271999999999995E-2
15,Hawaii,African-American / Black,2021,Percent,N/A,N/A
15,Hawaii,Hispanic / Latino,2021,Percent,0.15623,6.6797881417040447E-2
15,Hawaii,Other / Multiple Races,2021,Percent,0.22099,3.8052488473335436E-2
15,Hawaii,White,2021,Percent,0.13903,6.064098323777279E-2
16,Idaho,Hispanic / Latino,2016,Percent,0.3596,8.1732004900000002E-2
16,Idaho,Other / Multiple Races,2016,Percent,0.258,9.7020000199999998E-2
16,Idaho,African-American / Black,2016,Percent,N/A,N/A
16,Idaho,White,2016,Percent,0.1702,2.7636000899999999E-2
16,Idaho,White,2015,Percent,0.1771,2.6852000500000001E-2
16,Idaho,African-American / Black,2015,Percent,N/A,N/A
16,Idaho,Hispanic / Latino,2015,Percent,0.305,8.1536002499999996E-2
16,Idaho,Other / Multiple Races,2015,Percent,0.1786,7.9967997999999998E-2
16,Idaho,White,2014,Percent,0.1718,2.7047999199999999E-2
16,Idaho,African-American / Black,2014,Percent,N/A,N/A
16,Idaho,Hispanic / Latino,2014,Percent,0.3448,8.4279999100000003E-2
16,Idaho,Other / Multiple Races,2014,Percent,0.3673,0.1330839992
16,Idaho,White,2013,Percent,0.199,3.9200000499999998E-2
16,Idaho,African-American / Black,2013,Percent,N/A,N/A
16,Idaho,Hispanic / Latino,2013,Percent,0.3119,7.6048001599999998E-2
16,Idaho,Other / Multiple Races,2013,Percent,0.3018,0.1225000024
16,Idaho,White,2012,Percent,0.2024,3.1163999800000002E-2
16,Idaho,African-American / Black,2012,Percent,N/A,N/A
16,Idaho,Hispanic / Latino,2012,Percent,0.3833,8.7807998100000006E-2
16,Idaho,Other / Multiple Races,2012,Percent,0.1834,6.9972001000000006E-2
16,Idaho,White,2011,Percent,0.1585,2.5087999199999999E-2
16,Idaho,African-American / Black,2011,Percent,N/A,N/A
16,Idaho,Hispanic / Latino,2011,Percent,0.4235,8.95719975E-2
16,Idaho,Other / Multiple Races,2011,Percent,0.324,0.11779599640000001
16,Idaho,White,2010,Percent,0.1876,2.8028000099999999E-2
16,Idaho,African-American / Black,2010,Percent,N/A,N/A
16,Idaho,Hispanic / Latino,2010,Percent,0.3609,7.2127997900000004E-2
16,Idaho,Other / Multiple Races,2010,Percent,0.3384,0.10388000310000001
16,Idaho,White,2009,Percent,0.1808,2.5871999600000001E-2
16,Idaho,African-American / Black,2009,Percent,N/A,N/A
16,Idaho,Hispanic / Latino,2009,Percent,0.389,7.8791998299999999E-2
16,Idaho,Other / Multiple Races,2009,Percent,0.2284,0.10054799909999999
16,Idaho,White,2008,Percent,0.1641,2.35200003E-2
16,Idaho,African-American / Black,2008,Percent,N/A,N/A
16,Idaho,Hispanic / Latino,2008,Percent,0.3041,7.2912000099999999E-2
16,Idaho,Other / Multiple Races,2008,Percent,0.2152,8.5259996399999996E-2
16,Idaho,African-American / Black,2017,Percent,N/A,N/A
16,Idaho,Hispanic / Latino,2017,Percent,0.2628,7.0755999999999999E-2
16,Idaho,Other / Multiple Races,2017,Percent,0.1793,9.0943999999999997E-2
16,Idaho,White,2017,Percent,0.1526,2.7635999999999997E-2
16,Idaho,African-American / Black,2018,Percent,N/A,N/A
